ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1083	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_986	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_262	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_583	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_972	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_717	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_1039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_959	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_878	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_441	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Multi-affiliation
ASV_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unknown species
ASV_1053	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Multi-affiliation
ASV_1129	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	unknown species
ASV_727	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	Multi-affiliation
ASV_1035	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	unknown species
ASV_990	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	unknown genus	unknown species
ASV_1196	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_812	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_728	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_835	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_440	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_936	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_788	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_600	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_302	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_1088	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_566	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_675	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_602	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	unknown genus	unknown species
ASV_1150	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unknown species
ASV_1135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_246	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_804	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_831	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_740	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_345	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_1125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_884	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_1105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_496	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_243	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_956	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_910	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_708	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_768	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	unknown species
ASV_662	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_489	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_758	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_757	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_1011	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_769	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_833	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_886	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_722	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_183	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_479	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unknown species
ASV_115	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	unknown species
ASV_744	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Triticum aestivum (bread wheat)
ASV_938	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	unknown species
ASV_731	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	unknown species
ASV_792	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unknown family	unknown genus	unknown species
ASV_786	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	unknown species
ASV_303	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	unknown species
ASV_911	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	unknown species
ASV_1060	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unknown family	unknown genus	unknown species
ASV_1190	Bacteria	Patescibacteria	Parcubacteria	Candidatus Colwellbacteria	unknown family	unknown genus	Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_40_20
ASV_104	Bacteria	Patescibacteria	Parcubacteria	Candidatus Adlerbacteria	unknown family	unknown genus	unknown species
ASV_1179	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	unknown family	unknown genus	unknown species
ASV_1192	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	unknown family	unknown genus	unknown species
ASV_947	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	unknown family	unknown genus	unknown species
ASV_865	Bacteria	Patescibacteria	Parcubacteria	unknown order	unknown family	unknown genus	unknown species
ASV_645	Bacteria	Patescibacteria	Parcubacteria	unknown order	unknown family	unknown genus	unknown species
ASV_442	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	unknown family	unknown genus	Parcubacteria group bacterium GW2011_GWA2_40_14
ASV_181	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma dispar
ASV_78	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Multi-affiliation
ASV_1079	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Multi-affiliation
ASV_20	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis
ASV_57	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis
ASV_958	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	unknown species
ASV_605	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	unknown genus	unknown species
ASV_1176	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	unknown family	unknown genus	unknown species
ASV_674	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unknown family	unknown genus	unknown species
ASV_1018	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	unknown species
ASV_1057	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	unknown family	unknown genus	Cyclotella sp.
ASV_1184	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	unknown family	unknown genus	Multi-affiliation
ASV_570	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	unknown family	unknown genus	Multi-affiliation
ASV_30	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	unknown family	unknown genus	Multi-affiliation
ASV_24	Bacteria	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation
